name,slug,description,address,city,state,country,pincode,latitude,longitude,contact_number,email,website_url,specialties,operating_hours,google_rating,google_review_count,google_place_id,google_maps_url,profile_image,amenities,owner_email,is_approved,verification_status,claim_status
Tooth Zone,tooth-zone,,"First Floor, 855/210, Dhanwapur Rd, near Shani mandir chowk, Sector 3A, Laxman Vihar Phase 2, Gurugram, Haryana 122001, India",Gurugram,Haryana,India,122001,28.4787597,77.0086805,917982650993,,http://www.toothzoneaesthetics.in/,Dental clinic,"{""Monday"": ""10:30\u202fAM to 2\u202fPM, 4:30 to 8\u202fPM"", ""Tuesday"": ""10:30\u202fAM to 2\u202fPM, 4:30 to 8\u202fPM"", ""Wednesday"": ""10:30\u202fAM to 2\u202fPM, 4:30 to 8\u202fPM"", ""Thursday"": ""10:30\u202fAM to 2\u202fPM, 4:30 to 8\u202fPM"", ""Friday"": ""10:30\u202fAM to 2\u202fPM, 4:30 to 8\u202fPM"", ""Saturday"": ""10:30\u202fAM to 2\u202fPM, 4:30 to 8\u202fPM"", ""Sunday"": ""11\u202fAM to 2\u202fPM""}",4.9,75,ChIJw7Hz7fQZDTkRTnw5qUuVVaE,https://www.google.com/maps/search/?api=1&query=Tooth%20Zone&query_place_id=ChIJw7Hz7fQZDTkRTnw5qUuVVaE,https://lh3.googleusercontent.com/p/AF1QipMFoS8_efWiaQY7wjkdJZB7HwZRHblyfvdlbkuG=w408-h306-k-no,"Wheelchair Accessible, Credit Cards Accepted, Appointment Required",ggm.toothzone.90@antidote-temp.com,FALSE,pending,unclaimed
Aesthetic Dental Care and Implant Centre,aesthetic-dental-care-and-implant-centre,,"shop no. 93, Huda, Sector 23, Gurugram, Haryana 122017, India",Gurugram,Haryana,India,122017,28.5110095,77.0481484,919667182376,,,Dental clinic,"{""Monday"": ""10\u202fAM to 8\u202fPM"", ""Tuesday"": ""10\u202fAM to 8\u202fPM"", ""Wednesday"": ""10\u202fAM to 8\u202fPM"", ""Thursday"": ""10\u202fAM to 8\u202fPM"", ""Friday"": ""10\u202fAM to 8\u202fPM"", ""Saturday"": ""10\u202fAM to 8\u202fPM"", ""Sunday"": ""10\u202fAM to 8\u202fPM""}",4.9,55,ChIJuwUDJfcZDTkR64DNf3DoVk0,https://www.google.com/maps/search/?api=1&query=Aesthetic%20Dental%20Care%20and%20Implant%20Centre&query_place_id=ChIJuwUDJfcZDTkR64DNf3DoVk0,https://lh3.googleusercontent.com/p/AF1QipN25k_6DQzEmOrwpKH3BHE2TQrANBVCi3wzl326=w408-h725-k-no,Wheelchair Accessible,ggm.aestheticdentalcarea.95@antidote-temp.com,FALSE,pending,unclaimed
Sonia's Dental and Skin Clinic | Best Dentist in Gurgaon | Best Skin & Dental Clinic in Gurgaon,sonias-dental-and-skin-clinic-best-dentist-in-gurgaon-best-skin-dental-clinic-in-gurgaon,,"AF 18 - 19, First Floor, Conscient One, On, Northern Peripheral Rd, Sector 109, Gurugram, Pawala Khasrupur, Haryana 122017, India",Gurugram,Haryana,India,122017,28.5029563,77.0074793,918700326935,,,"Skin care clinic, Dental clinic","{""Monday"": ""11\u202fAM to 8\u202fPM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""11\u202fAM to 8\u202fPM"", ""Thursday"": ""11\u202fAM to 8\u202fPM"", ""Friday"": ""11\u202fAM to 8\u202fPM"", ""Saturday"": ""11\u202fAM to 8\u202fPM"", ""Sunday"": ""11\u202fAM to 8\u202fPM""}",5,57,ChIJ5-pjdL4XDTkRExNcGiEKMDY,https://www.google.com/maps/search/?api=1&query=Sonia's%20Dental%20and%20Skin%20Clinic%20%7C%20Best%20Dentist%20in%20Gurgaon%20%7C%20Best%20Skin%20%26%20Dental%20Clinic%20in%20Gurgaon&query_place_id=ChIJ5-pjdL4XDTkRExNcGiEKMDY,https://lh3.googleusercontent.com/p/AF1QipP5pt9RGb7sl0hnwynFCeARujwyCWSXF2m6PTES=w408-h544-k-no,"Digital Payments, Appointment Required",ggm.soniasdentalandskinc.98@antidote-temp.com,FALSE,pending,unclaimed
"Sunrise Dental Clinic(Dr.SUNIL),Facial Aesthetic and orthodontic Centre& Implants Clinic",sunrise-dental-clinicdrsunilfacial-aesthetic-and-orthodontic-centre-implants-clinic,,"Flat no A, 2, Block H Rd, Block H, Ashok Vihar, Ashok Vihar Phase II, Gurugram, Haryana 122001, India",Gurugram,Haryana,India,122001,28.490159,77.0167565,,,,Dental clinic,"{""Monday"": ""7\u202fAM to 11\u202fPM"", ""Tuesday"": ""7\u202fAM to 11\u202fPM"", ""Wednesday"": ""7\u202fAM to 11\u202fPM"", ""Thursday"": ""7\u202fAM to 11\u202fPM"", ""Friday"": ""7\u202fAM to 11\u202fPM"", ""Saturday"": ""7\u202fAM to 11\u202fPM"", ""Sunday"": ""7\u202fAM to 11\u202fPM""}",4.9,58,ChIJAQAAtOAZDTkRy5HYC3-SVuA,https://www.google.com/maps/search/?api=1&query=Sunrise%20Dental%20Clinic(Dr.SUNIL)%2CFacial%20Aesthetic%20and%20orthodontic%20Centre%26%20Implants%20Clinic&query_place_id=ChIJAQAAtOAZDTkRy5HYC3-SVuA,https://lh3.googleusercontent.com/p/AF1QipMPOO1iXLZyz4EBvWM4jlCPqhZAhiOqpCDRESfJ=w426-h240-k-no,"Digital Payments, Appointment Required",ggm.sunrisedentalclinicd.109@antidote-temp.com,FALSE,pending,unclaimed
DentisTreat 32,dentistreat-32,,"Shop no. BF-090, First Floor, Conscient One, above fnp Cakes, Sector 109, Gurugram, Pawala Khasrupur, Haryana 122017, India",Gurugram,Haryana,India,122017,28.5030208,77.0075181,917042240042,,https://dentistreat32.dentee.in/,"Dentist, Dental clinic","{""Monday"": ""10\u202fAM to 7\u202fPM"", ""Tuesday"": ""10\u202fAM to 7\u202fPM"", ""Wednesday"": ""10\u202fAM to 7\u202fPM"", ""Thursday"": ""10\u202fAM to 7\u202fPM"", ""Friday"": ""10\u202fAM to 7\u202fPM"", ""Saturday"": ""10\u202fAM to 7\u202fPM"", ""Sunday"": ""10:30\u202fAM to 12:30\u202fPM""}",4.9,29,ChIJYYhkF2sXDTkRR8Man7igsEc,https://www.google.com/maps/search/?api=1&query=DentisTreat%2032&query_place_id=ChIJYYhkF2sXDTkRR8Man7igsEc,https://lh3.googleusercontent.com/p/AF1QipMteJGGmSBUPsEVmTJwvxVLFmY8nKH-bi4fDWqv=w408-h612-k-no,Digital Payments,ggm.dentistreat32.110@antidote-temp.com,FALSE,pending,unclaimed
Dentecare multispeciality dental clinic,dentecare-multispeciality-dental-clinic,,"366, New Railway Rd, near Lall Nursing Home, Sector 12A, Jacobpura, Sector 6, Gurugram, Haryana 122001, India",Gurugram,Haryana,India,122001,28.4669043,77.0272224,911244086276,,,Dental clinic,"{""Monday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Tuesday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Wednesday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Thursday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Friday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Saturday"": ""10\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Sunday"": ""10\u202fAM to 2\u202fPM""}",4.8,54,ChIJ3fOytcwZDTkRPWCvx6mvfig,https://www.google.com/maps/search/?api=1&query=Dentecare%20multispeciality%20dental%20clinic&query_place_id=ChIJ3fOytcwZDTkRPWCvx6mvfig,https://lh3.googleusercontent.com/p/AF1QipMfow4_vc96ExenPK7S4miCxub875bpFCEwfM5M=w408-h306-k-no,"Digital Payments, Appointment Required",ggm.dentecaremultispecia.115@antidote-temp.com,FALSE,pending,unclaimed
Chikitsa Dental Implants & Facial Aesthetic Centre,chikitsa-dental-implants-facial-aesthetic-centre,,"House No.240 SP - Sector 5, Near Vardhman Hospital 100 Metres From Round About At Palam Vihar & Sector 5, Intersection, Gurugram, Haryana 122001, India",Gurugram,Haryana,India,122001,28.4835261,77.0179318,919811291112,,http://www.chikitsahealthcare.com/,"Dental clinic, Dental hygienist, Dental implants periodontist, Dental radiology","{""Monday"": ""9:30\u202fAM to 2:30\u202fPM, 5 to 8:30\u202fPM"", ""Tuesday"": ""9:30\u202fAM to 2:30\u202fPM, 5 to 8:30\u202fPM"", ""Wednesday"": ""9:30\u202fAM to 2:30\u202fPM, 5 to 8:30\u202fPM"", ""Thursday"": ""9:30\u202fAM to 2:30\u202fPM, 5 to 8:30\u202fPM"", ""Friday"": ""9:30\u202fAM to 2:30\u202fPM, 5 to 8:30\u202fPM"", ""Saturday"": ""9:30\u202fAM to 2:30\u202fPM, 5 to 8:30\u202fPM"", ""Sunday"": ""10:30\u202fAM to 1:30\u202fPM""}",5,235,ChIJpd_xGHUZDTkRFUAy7DZKb78,https://www.google.com/maps/search/?api=1&query=Chikitsa%20Dental%20Implants%20%26%20Facial%20Aesthetic%20Centre&query_place_id=ChIJpd_xGHUZDTkRFUAy7DZKb78,https://lh3.googleusercontent.com/p/AF1QipNhxok4ktQPCJOna3nhGcigf6plLAUY5EZoSsDz=w408-h544-k-no,,ggm.chikitsadentalimplan.120@antidote-temp.com,FALSE,pending,unclaimed
Platinum Dental and Facial Aesthetics: Best Dental & Cosmetology Clinic in Gurgaon,platinum-dental-and-facial-aesthetics-best-dental-cosmetology-clinic-in-gurgaon,,"51 R, New Colony, Sector 7, Gurugram, Haryana 122001, India",Gurugram,Haryana,India,122001,28.4670353,77.01788,918800481870,,https://platinumfacialaestheticsgurgaon.com/,"Dental clinic, Dentist, Laser hair removal service, Permanent make-up clinic, Skin care clinic","{""Monday"": ""10\u202fAM to 7:30\u202fPM"", ""Tuesday"": ""10\u202fAM to 7:30\u202fPM"", ""Wednesday"": ""10\u202fAM to 7:30\u202fPM"", ""Thursday"": ""10\u202fAM to 7:30\u202fPM"", ""Friday"": ""10\u202fAM to 7:30\u202fPM"", ""Saturday"": ""10\u202fAM to 7\u202fPM"", ""Sunday"": ""Closed""}",5,30,ChIJgyDRe98ZDTkR9VdJeFiHdDE,https://www.google.com/maps/search/?api=1&query=Platinum%20Dental%20and%20Facial%20Aesthetics%3A%20Best%20Dental%20%26%20Cosmetology%20Clinic%20in%20Gurgaon&query_place_id=ChIJgyDRe98ZDTkR9VdJeFiHdDE,https://lh3.googleusercontent.com/p/AF1QipPaflwTtqZiAcB_9x0bEkuK2QUY798FdnEQljq7=w408-h309-k-no,"Digital Payments, Appointment Required",ggm.platinumdentalandfac.130@antidote-temp.com,FALSE,pending,unclaimed
"Neo Smile Dental Clinic by Dr Preeti Tiwari | Best dentist in gurgaon, Painless Dental Treatment, Braces | Invisalign",neo-smile-dental-clinic-by-dr-preeti-tiwari-best-dentist-in-gurgaon-painless-dental-treatment-braces-invisalign,,"Medical Market, Plot No. 1295, opposite to Medanta Hospital, near Gurudwara and Hanuman Mandir, Janak Puri C Block, Sector 39, Gurugram, Haryana 122001, India",Gurugram,Haryana,India,122001,28.4394132,77.0463627,,,https://www.neosmileclinics.com/,"Dental clinic, Hair transplantation clinic, Permanent make-up clinic, Skin care clinic","{""Monday"": ""9\u202fAM to 8\u202fPM"", ""Tuesday"": ""9\u202fAM to 8\u202fPM"", ""Wednesday"": ""9\u202fAM to 8\u202fPM"", ""Thursday"": ""9\u202fAM to 8\u202fPM"", ""Friday"": ""9\u202fAM to 8\u202fPM"", ""Saturday"": ""9\u202fAM to 8\u202fPM"", ""Sunday"": ""Closed""}",4.8,16,ChIJL8MlkicZDTkRrq6pLtfOAcA,https://www.google.com/maps/search/?api=1&query=Neo%20Smile%20Dental%20Clinic%20by%20Dr%20Preeti%20Tiwari%20%7C%20Best%20dentist%20in%20gurgaon%2C%20Painless%20Dental%20Treatment%2C%20Braces%20%7C%20Invisalign&query_place_id=ChIJL8MlkicZDTkRrq6pLtfOAcA,https://lh3.googleusercontent.com/p/AF1QipMsQsDLukGnjJL3HBfAEeqmoE6oaM2EQcioLL5A=w408-h906-k-no,"Free Parking, Digital Payments, Appointment Required",ggm.neosmiledentalclinic.143@antidote-temp.com,FALSE,pending,unclaimed
"makeO | toothsi smile & skin centre,Sector 14: Aligners,Braces,Laser hair removal,PRP treatment,Hydrafacial&Acne",makeo-toothsi-smile-skin-centresector-14-alignersbraceslaser-hair-removalprp-treatmenthydrafacialacne,,"1st & 2nd Floor, SCF 78, next to McDonalds, DLF Colony, Sector 14, Gurugram, Haryana 122001, India",Gurugram,Haryana,India,122001,28.4732876,77.0480338,918451849771,,https://stores.makeo.app/makeo-toothsi-skin-experience-centre-health-and-beauty-shop-sector-14-gurugram-353282/Home?utm_source=locator&utm_medium=googleplaces,"Health and beauty shop, Cosmetic dentist, Dental clinic, Dentist, Dermatologist, Hair replacement service, Laser hair removal service, Orthodontist, Pediatric dentist, Skin care clinic","{""Monday"": ""8\u202fAM to 8\u202fPM"", ""Tuesday"": ""8\u202fAM to 8\u202fPM"", ""Wednesday"": ""8\u202fAM to 8\u202fPM"", ""Thursday"": ""8\u202fAM to 8\u202fPM"", ""Friday"": ""8\u202fAM to 8\u202fPM"", ""Saturday"": ""8\u202fAM to 8\u202fPM"", ""Sunday"": ""8\u202fAM to 8\u202fPM""}",3.1,9,ChIJLZuJS44ZDTkR15esh2zRTIs,https://www.google.com/maps/search/?api=1&query=makeO%20%7C%20toothsi%20smile%20%26%20skin%20centre%2CSector%2014%3A%20Aligners%2CBraces%2CLaser%20hair%20removal%2CPRP%20treatment%2CHydrafacial%26Acne&query_place_id=ChIJLZuJS44ZDTkR15esh2zRTIs,https://lh3.googleusercontent.com/p/AF1QipO6wLMF5TNfgoU0nG_Q-CLu3kk1FKEXBhu14456=w408-h408-k-no,Credit Cards Accepted,ggm.makeotoothsismileski.144@antidote-temp.com,FALSE,pending,unclaimed
PINNACLE HEALTH - Skin & Hair Clinic | OPG & CBCT center,pinnacle-health-skin-hair-clinic-opg-cbct-center,,"Old Railway Rd, near Mata Chintpurni Mandir, Urban Estate, Sector 5, Gurugram, Haryana 122001, India",Gurugram,Haryana,India,122001,28.4779126,77.0159654,919870544300,,https://www.instagram.com/pinnaclehealthgurgaon?igsh=MWl3cm1qODhyNzNhcQ==&utm_source=qr,"Skin care clinic, Dental radiology, Dermatologist, General practitioner, Hair transplantation clinic, Laser hair removal service, Laser tag center, Pediatric dermatologist, Radiologist, X-ray lab","{""Monday"": ""10\u202fAM to 8\u202fPM"", ""Tuesday"": ""10\u202fAM to 8\u202fPM"", ""Wednesday"": ""10\u202fAM to 8\u202fPM"", ""Thursday"": ""10\u202fAM to 8\u202fPM"", ""Friday"": ""10\u202fAM to 8\u202fPM"", ""Saturday"": ""10\u202fAM to 8\u202fPM"", ""Sunday"": ""Closed""}",5,52,ChIJW6smMecZDTkRpHCt-rfYN1E,https://www.google.com/maps/search/?api=1&query=PINNACLE%20HEALTH%20-%20Skin%20%26%20Hair%20Clinic%20%7C%20OPG%20%26%20CBCT%20center&query_place_id=ChIJW6smMecZDTkRpHCt-rfYN1E,https://lh3.googleusercontent.com/p/AF1QipPX3COo-b5VEY85jhX0PPDMDoRanoznenhNinsJ=w408-h264-k-no,,ggm.pinnaclehealthskinha.146@antidote-temp.com,FALSE,pending,unclaimed
