name,slug,description,address,city,state,country,pincode,latitude,longitude,contact_number,email,website_url,specialties,operating_hours,google_rating,google_review_count,google_place_id,google_maps_url,profile_image,amenities,owner_email,is_approved,verification_status,claim_status
CAVALIER HOSPITAL,cavalier-hospital,,"410, 5th A Cross Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043, India",Bengaluru,Karnataka,India,560043,13.0257861,77.6378073,919902951951,,https://ent.hospital/,"Hospital, Audiologist, Otolaryngologist, Pediatric surgeon, Plastic surgeon","{""Monday"": ""9\u202fAM to 8\u202fPM"", ""Tuesday"": ""9\u202fAM to 8\u202fPM"", ""Wednesday"": ""9\u202fAM to 8\u202fPM"", ""Thursday"": ""9\u202fAM to 8\u202fPM"", ""Friday"": ""9\u202fAM to 8\u202fPM"", ""Saturday"": ""9\u202fAM to 8\u202fPM"", ""Sunday"": ""Closed""}",4,275,ChIJZyMBsQUXrjsRX_u_lkKAkik,https://www.google.com/maps/search/?api=1&query=CAVALIER%20HOSPITAL&query_place_id=ChIJZyMBsQUXrjsRX_u_lkKAkik,https://lh3.googleusercontent.com/p/AF1QipOgjKsoqproqSysJxalJqZy3yCqNmmpOdjLKmOt=w408-h468-k-no,Wheelchair Accessible,blr.cavalierhospital.608@antidote-temp.com,FALSE,pending,unclaimed
RIVA Laser Medical Center,riva-laser-medical-center,,"91B, Ideal Homes TWP, 12th Cross Rd, BHEL Layout, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",Bengaluru,Karnataka,India,560098,12.9245621,77.5179213,919606614229,,,"Tattoo removal service, Hair removal service, Hair transplantation clinic, Laser hair removal service, Nutritionist, Skin care clinic, Weight loss service",,4.1,61,ChIJ12ZAHnc_rjsRNFrdrnAl4w4,https://www.google.com/maps/search/?api=1&query=RIVA%20Laser%20Medical%20Center&query_place_id=ChIJ12ZAHnc_rjsRNFrdrnAl4w4,https://lh3.googleusercontent.com/p/AF1QipOWfh2pMmExqJEwN__ngZKJYhVkEWbZoljeGxxK=w408-h762-k-no,"Digital Payments, Appointment Required",blr.rivalasermedicalcent.950@antidote-temp.com,FALSE,pending,unclaimed
Dermacure,dermacure,,"Vidyaranyapura Main Rd, BEL Layout, Vidyaranyapura, Bengaluru, Karnataka 560097, India",Bengaluru,Karnataka,India,560097,13.0728849,77.556574,917760375577,,http://www.dranuanna.com/,Skin care clinic,"{""Monday"": ""10\u202fAM to 1\u202fPM, 5 to 7\u202fPM"", ""Tuesday"": ""10\u202fAM to 1\u202fPM, 5 to 7\u202fPM"", ""Wednesday"": ""10\u202fAM to 1\u202fPM, 5 to 7\u202fPM"", ""Thursday"": ""10\u202fAM to 1\u202fPM, 5 to 7\u202fPM"", ""Friday"": ""10\u202fAM to 1\u202fPM, 5 to 7\u202fPM"", ""Saturday"": ""10\u202fAM to 1\u202fPM, 5 to 7\u202fPM"", ""Sunday"": ""Closed""}",4.1,64,ChIJj8yhVKEirjsROdNAotCqswY,https://www.google.com/maps/search/?api=1&query=Dermacure&query_place_id=ChIJj8yhVKEirjsROdNAotCqswY,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrWy1bQWJwKW_2iSrEzyJ8Vjee65hhcgGZfr9XfWy4ctBt-1VFX68moBCI5BI-Ln9vpeoUWBgQdnuYIptTyAMrqJtIwVYa6A6HrUTfnlUNFy9TZWiaTZWCMlRQ9YV2F9oVL2Zk=w408-h306-k-no,,blr.dermacure.806@antidote-temp.com,FALSE,pending,unclaimed
Dr.Derm Speciality Skin and Cosmetology Clinic - Indiranagar,drderm-speciality-skin-and-cosmetology-clinic-indiranagar,,"L-12 , First floor,11th sector, Jeevan Bima Nagar Main Rd, LIC Colony, Bengaluru, Karnataka 560075, India",Bengaluru,Karnataka,India,560075,12.9680944,77.6523436,917676078412,,http://www.drdermclinic.com/,"Plastic surgery clinic, Cosmetic surgeon, Hair removal service, Hair replacement service, Hair transplantation clinic, Laser hair removal service, Plastic surgeon, Dermatologist, Skin care clinic, Tattoo removal service","{""Monday"": ""11\u202fAM to 1\u202fPM, 6 to 8\u202fPM"", ""Tuesday"": ""6 to 8\u202fPM"", ""Wednesday"": ""11\u202fAM to 1\u202fPM, 6 to 8\u202fPM"", ""Thursday"": ""6 to 8\u202fPM"", ""Friday"": ""6 to 8\u202fPM"", ""Saturday"": ""11\u202fAM to 2\u202fPM, 6 to 8\u202fPM"", ""Sunday"": ""Closed""}",4.1,68,ChIJURhY9U8RrjsRediM_0leiyY,https://www.google.com/maps/search/?api=1&query=Dr.Derm%20Speciality%20Skin%20and%20Cosmetology%20Clinic%20-%20Indiranagar&query_place_id=ChIJURhY9U8RrjsRediM_0leiyY,https://lh3.googleusercontent.com/p/AF1QipOFCeJNF3_EZYdvLc9eiUMeczDKMJ_6hZjDL-Pf=w408-h275-k-no,Appointment Required,blr.drdermspecialityskin.410@antidote-temp.com,FALSE,pending,unclaimed
Skin & Cosmetic Clinic . Dr. Vidya TS.,skin-cosmetic-clinic-dr-vidya-ts,,"475, 33rd cross, Behind Ajfan dates and nuts, 7th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011, India",Bengaluru,Karnataka,India,560011,12.9260531,77.5819411,919901902304,,,Dermatologist,"{""Monday"": ""11\u202fAM to 1:30\u202fPM, 4:30 to 7:30\u202fPM"", ""Tuesday"": ""11\u202fAM to 1:30\u202fPM, 4:30 to 7:30\u202fPM"", ""Wednesday"": ""11\u202fAM to 2\u202fPM"", ""Thursday"": ""11\u202fAM to 1:30\u202fPM, 4:30 to 7:30\u202fPM"", ""Friday"": ""11\u202fAM to 1:30\u202fPM, 4:30 to 7:30\u202fPM"", ""Saturday"": ""11\u202fAM to 1:30\u202fPM, 5 to 7:30\u202fPM"", ""Sunday"": ""Closed""}",4.1,76,ChIJiYR6-egVrjsRymrGLoRndms,https://www.google.com/maps/search/?api=1&query=Skin%20%26%20Cosmetic%20Clinic%20.%20Dr.%20Vidya%20TS.&query_place_id=ChIJiYR6-egVrjsRymrGLoRndms,https://lh3.googleusercontent.com/p/AF1QipMmRvM4GP8C4vXhrXxBBE86Va3mgjDLr0-5djON=w408-h541-k-no,"Wheelchair Accessible, Digital Payments, Appointment Required",blr.skincosmeticclinicdr.1166@antidote-temp.com,FALSE,pending,unclaimed
Dr Parthasarathi's Hair & Skin Hospitals,dr-parthasarathis-hair-skin-hospitals,,"Medicine House, 727, Chinmaya Mission Hospital Rd, opp. to CMH hospital, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",Bengaluru,Karnataka,India,560038,12.9787112,77.6455176,918025599552,,http://www.drparthasarathi.co.in/,"Plastic surgery clinic, Hair removal service, Hair replacement service, Hair transplantation clinic, Laser hair removal service, Plastic surgeon, Dermatologist, Skin care clinic","{""Monday"": ""12 to 2:30\u202fPM"", ""Tuesday"": ""12 to 2:30\u202fPM"", ""Wednesday"": ""12 to 2:30\u202fPM"", ""Thursday"": ""12 to 2:30\u202fPM"", ""Friday"": ""12 to 2:30\u202fPM"", ""Saturday"": ""12 to 2:30\u202fPM"", ""Sunday"": ""12 to 2:30\u202fPM""}",4.1,79,ChIJtWE_VqgWrjsRaDfjXIOsw60,https://www.google.com/maps/search/?api=1&query=Dr%20Parthasarathi's%20Hair%20%26%20Skin%20Hospitals&query_place_id=ChIJtWE_VqgWrjsRaDfjXIOsw60,https://lh3.googleusercontent.com/p/AF1QipONN2Ptj5tASLKY8HrfgKTGC_KZ3lWH5M9JhZ61=w408-h271-k-no,Credit Cards Accepted,blr.drparthasarathishair.1187@antidote-temp.com,FALSE,pending,unclaimed
Sri SKIN zone,sri-skin-zone,,"# 74, 4th Main,, Thambu Chetty Palya Main Rd, next to Domino's Pizza Bangalore 560016, Hoysala Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016, India",Bengaluru,Karnataka,India,560016,13.0152643,77.665916,918792890427,,,"Skin care clinic, Dermatologist","{""Monday"": ""5:30 to 8:30\u202fPM"", ""Tuesday"": ""5:30 to 8:30\u202fPM"", ""Wednesday"": ""5:30 to 8:30\u202fPM"", ""Thursday"": ""5:30 to 8:30\u202fPM"", ""Friday"": ""5:30 to 8:30\u202fPM"", ""Saturday"": ""5:30 to 8:30\u202fPM"", ""Sunday"": ""Closed""}",4.1,95,ChIJD1NM8CcRrjsRHQG7nchKQUI,https://www.google.com/maps/search/?api=1&query=Sri%20SKIN%20zone&query_place_id=ChIJD1NM8CcRrjsRHQG7nchKQUI,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrj61ZqbwGZAuM_lEBlov2M3EyrDrzPGi7VsJezrWLFK6dplB6iIhS8S3ycZrEb3HgLIcFtapJfmg684omYiY2ANdAghzcu9BD64t4P0iwD85r4dS2Gxx6YlCP-nCxwkDhiVhbE=w408-h306-k-no,,blr.sriskinzone.853@antidote-temp.com,FALSE,pending,unclaimed
Chandru ENT-Derma Care,chandru-ent-derma-care,,"No 76/C, manganahalli cross, ullal main road,, 70, Ullal Main Rd, next to Mobile Tower, Sir M Vishveswaraya Layout, Jnana Ganga Nagar, Bengaluru, Karnataka 560056, India",Bengaluru,Karnataka,India,560056,12.9513458,77.4826961,919108716876,,https://chandruentdermacare.in/,"Doctor, Dermatologist","{""Monday"": ""10:30\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Tuesday"": ""10:30\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Wednesday"": ""10:30\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Thursday"": ""10:30\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Friday"": ""10:30\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Saturday"": ""10:30\u202fAM to 2\u202fPM, 5 to 8\u202fPM"", ""Sunday"": ""Closed""}",4.1,103,ChIJ39Kiy7o-rjsRYCaQT4CWr34,https://www.google.com/maps/search/?api=1&query=Chandru%20ENT-Derma%20Care&query_place_id=ChIJ39Kiy7o-rjsRYCaQT4CWr34,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noev2F3elo-SwiJQ8ScPL34TtkErgksnCjauwf3XFUBPirn4lzd4F0UmITr8RpmuR8ZqZDwu8wG9oOFKETIYMH2Vxg7S7rLj5lZwUSaITREqCXnsfsDvsybU5LvPeL-2YRu5ocMTg=w408-h306-k-no,"Wheelchair Accessible, Digital Payments",blr.chandruentdermacare.1021@antidote-temp.com,FALSE,pending,unclaimed
"Berry Thai Spa - Massage / Thai / Spa in Cunningham Road, Bangalore",berry-thai-spa-massage-thai-spa-in-cunningham-road-bangalore,,"Unit 16/c, Imperial Court, Cunningham Rd, Vasanth Nagar, Bengaluru, Karnataka 560051, India",Bengaluru,Karnataka,India,560051,12.9858024,77.5957409,917066054433,,https://www.berrythaispa.com/cunningham-road-branch/?utm_source=GMB&utm_medium=GMB&utm_campaign=Berry+thai+spa+cunningham-road-branch&utm_id=berrycunningham-road-branch,"Spa, Aromatherapy service, Foot massage parlor, Health spa, Massage spa, Massage therapist, Thai massage therapist, Wellness center","{""Monday"": ""10\u202fAM to 10\u202fPM"", ""Tuesday"": ""10\u202fAM to 10\u202fPM"", ""Wednesday"": ""10\u202fAM to 10\u202fPM"", ""Thursday"": ""10\u202fAM to 10\u202fPM"", ""Friday"": ""10\u202fAM to 10\u202fPM"", ""Saturday"": ""10\u202fAM to 10\u202fPM"", ""Sunday"": ""10\u202fAM to 10\u202fPM""}",4.1,104,ChIJZd9HPEEXrjsRvj5J1eLMGmo,https://www.google.com/maps/search/?api=1&query=Berry%20Thai%20Spa%20-%20Massage%20%2F%20Thai%20%2F%20Spa%20in%20Cunningham%20Road%2C%20Bangalore&query_place_id=ChIJZd9HPEEXrjsRvj5J1eLMGmo,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr7tdelgsP83aJtuXChGc17viOfU8kF9ig-nUF9oh_ZvjSG4xEsbj0kVx5jmLqPCA9CeW3qey8xMr1WF6fpqaqwQl0BtQP039hntqaeLc7VjH6iLdMN1DpHxUDGvthO50tA9fXLpA=w498-h240-k-no,"Credit Cards Accepted, Appointment Required",blr.berrythaispamassaget.1169@antidote-temp.com,FALSE,pending,unclaimed
ReeAge - RR Nagar,reeage-rr-nagar,,"#1162, PJN Road, Next to Coffee katte, BEML Layout 3rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",Bengaluru,Karnataka,India,560098,12.9165454,77.5206978,919513315040,,https://www.reeage.in/,"Tattoo removal service, Dermatologist, Hair replacement service, Hair transplantation clinic, Laser hair removal service, Nutritionist, Skin care clinic, Weight loss service","{""Monday"": ""10:30\u202fAM to 7:30\u202fPM"", ""Tuesday"": ""10:30\u202fAM to 7:30\u202fPM"", ""Wednesday"": ""10:30\u202fAM to 7:30\u202fPM"", ""Thursday"": ""10:30\u202fAM to 7:30\u202fPM"", ""Friday"": ""10:30\u202fAM to 7:30\u202fPM"", ""Saturday"": ""10:30\u202fAM to 7:30\u202fPM"", ""Sunday"": ""10:30\u202fAM to 7:30\u202fPM""}",4.1,126,ChIJI4A6bKs_rjsRUqT9Xw8kObE,https://www.google.com/maps/search/?api=1&query=ReeAge%20-%20RR%20Nagar&query_place_id=ChIJI4A6bKs_rjsRUqT9Xw8kObE,https://lh3.googleusercontent.com/p/AF1QipP_RywYKxfbTshxNJzPNabFQGtqaHJyalyuJmIM=w408-h408-k-no,Credit Cards Accepted,blr.reeagerrnagar.540@antidote-temp.com,FALSE,pending,unclaimed
