"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair accessible entrance","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Wi-Fi","additionalInfo/Amenities/1/Free Wi-Fi","additionalInfo/Amenities/1/Restroom","additionalInfo/Children/0/Good for kids","additionalInfo/Children/0/Nursing room","additionalInfo/Children/1/Nursing room","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/Paid parking lot","additionalInfo/Parking/3/On-site parking","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/Google Pay","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/Google Pay","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Google Pay","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Planning/0/Appointment required","additionalInfo/Planning/0/Appointments recommended","additionalInfo/Planning/0/Quick visit","additionalInfo/Planning/1/Appointments recommended","additionalInfo/Planning/2/Accepts walk-ins","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/Online classes","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/1/Same-day delivery","additionalInfo/Service options/2/In-store shopping","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/3/Onsite services","additionalInfo/Service options/4/Same-day delivery","additionalOpeningHours/Delivery/0/day","additionalOpeningHours/Delivery/0/hours","additionalOpeningHours/Delivery/1/day","additionalOpeningHours/Delivery/1/hours","additionalOpeningHours/Delivery/2/day","additionalOpeningHours/Delivery/2/hours","additionalOpeningHours/Delivery/3/day","additionalOpeningHours/Delivery/3/hours","additionalOpeningHours/Delivery/4/day","additionalOpeningHours/Delivery/4/hours","additionalOpeningHours/Delivery/5/day","additionalOpeningHours/Delivery/5/hours","additionalOpeningHours/Delivery/6/day","additionalOpeningHours/Delivery/6/hours","additionalOpeningHours/Online service hours/0/day","additionalOpeningHours/Online service hours/0/hours","additionalOpeningHours/Online service hours/1/day","additionalOpeningHours/Online service hours/1/hours","additionalOpeningHours/Online service hours/2/day","additionalOpeningHours/Online service hours/2/hours","additionalOpeningHours/Online service hours/3/day","additionalOpeningHours/Online service hours/3/hours","additionalOpeningHours/Online service hours/4/day","additionalOpeningHours/Online service hours/4/hours","additionalOpeningHours/Online service hours/5/day","additionalOpeningHours/Online service hours/5/hours","additionalOpeningHours/Online service hours/6/day","additionalOpeningHours/Online service hours/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VIP Rd, Adjacent to Shoppers Stop, down, Siripuram, Visakhapatnam, Andhra Pradesh 530003, India","Hospital","Dental clinic","Dental implants periodontist","Oral surgeon","Plastic surgeon",,,,,,"Hospital","3777371502078692555","Visakhapatnam","false","IN","0x3a394340c4b620a1:0x346beb5e26158ccb",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9ZjnhHli1ljpHTOtZ_rMlYELhzBYYJoC6PNIhtq5JiU7Z4XREcHB_RKbvn2Z3APHDa_4qHYuhPG5DkNnMktROxhXxziHxfsUMaFXQqck8-mR_bH9xTprueVUX1SIi7Uq-tQdO=w425-h240-k-no","30","false","/g/1hm2w88wc","en","17.729491","83.3144942","down, Siripuram","Monday","10 AM to 9 PM","Tuesday","10 AM to 9 PM","Wednesday","10 AM to 9 PM","Thursday","10 AM to 9 PM","Friday","10 AM to 9 PM","Saturday","10 AM to 9 PM","Sunday","10:30 AM to 12:30 PM","false","+91 91600 00100","+919160000100","ChIJoSC2xEBDOToRy4wVJl7razQ","530003",,"14","65",,,,,,"2025-06-20T10:19:01.014Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic surgery clinics","Andhra Pradesh","VIP Rd, Adjacent to Shoppers Stop","డిఆర్ KOGANTI'S డెంటల్ ఇంప్లాంట్ సెంటర్, ఆస్య ప్లాస్టిక్ సర్జరీ సెంటర్","false","Dr KOGANTI'S DENTAL IMPLANT CENTRE","3.9","https://www.google.com/maps/search/?api=1&query=Dr%20KOGANTI'S%20DENTAL%20IMPLANT%20CENTRE&query_place_id=ChIJoSC2xEBDOToRy4wVJl7razQ",
,,,"true",,,,,"true",,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50-81-41/7, first floor, kn plaza, Seethammapeta Main Rd, beside vijaya medical centre, Seetamma Peta, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016, India","Hair transplantation clinic","Laser hair removal service","Skin care clinic",,,,,,,,"Hair transplantation clinic","5812264997004597461","Visakhapatnam","false","IN","0x3a394324ffffffff:0x50a9503856e558d5",,"https://lh3.googleusercontent.com/p/AF1QipOw3G98v2HbafA5zdOpS9tkAdC3-y4NhRIIvrJF=w480-h240-k-no","219","false","/g/11l1l_ghm1","en","17.7334444","83.3066998","Ganesh Nagar, Seetamma Peta, Dwaraka Nagar","Monday","9:30 AM to 9 PM","Tuesday","9:30 AM to 9 PM","Wednesday","9:30 AM to 9 PM","Thursday","9:30 AM to 9 PM","Friday","9:30 AM to 9 PM","Saturday","9:30 AM to 9 PM","Sunday","10 AM to 6:30 PM","false","+91 83744 14141","+918374414141","ChIJ_____yRDOToR1VjlVjhQqVA","530016",,"17","59",,,,,,"2025-06-20T10:19:01.014Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic surgery clinics","Andhra Pradesh","50-81-41/7, first floor, kn plaza, Seethammapeta Main Rd, beside vijaya medical centre",,"false","KALON Hair Transplant & Cosmetic Clinic | Best Hair Transplant Clinic in Visakhapatnam | Hair Clinic in Vizag","5","https://www.google.com/maps/search/?api=1&query=KALON%20Hair%20Transplant%20%26%20Cosmetic%20Clinic%20%7C%20Best%20Hair%20Transplant%20Clinic%20in%20Visakhapatnam%20%7C%20Hair%20Clinic%20in%20Vizag&query_place_id=ChIJ_____yRDOToR1VjlVjhQqVA","http://kaloncosmeticclinics.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flat No 203,vishnu Surya Prabha Paradise, K.G.H.uproad, Maharanipeta, Visakhapatnam, Andhra Pradesh 530002, India","Medical clinic",,,,,,,,,,"Medical clinic","13084941776884380010","Visakhapatnam","true","IN","0x3a3944a900000013:0xb5970d3815dcb16a",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ByLWzaUdy4v09IxOiqKz_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.409419&pitch=0&thumbfov=100","1","false","/g/11c1xq1cy4","en","17.7105271","83.3037383","Near KGH Down Road, Jagadamba Junction",,,,,,,,,,,,,,,"false","+91 98495 06392","+919849506392","ChIJEwAAAKlEOToRarHcFTgNl7U","530002",,"19","1",,,,,,"2025-06-20T10:19:01.014Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic surgery clinics","Andhra Pradesh","Flat No 203,vishnu Surya Prabha Paradise, K.G.H.uproad, Maharanipeta","శర్మిష్ట కాస్మెటిక్ ప్లాస్టిక్‌సర్జరీ అండ్లాస్సెర్ సర్జరీకేంద్రే","true","Sarmista Cosmetic plasticSurgery andLaser SurgeryCentre","2","https://www.google.com/maps/search/?api=1&query=Sarmista%20Cosmetic%20plasticSurgery%20andLaser%20SurgeryCentre&query_place_id=ChIJEwAAAKlEOToRarHcFTgNl7U",
,"true",,,,,"true",,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10-2-B2, Opp Dutt Island building, Siripuram, above Bubbles Beauty Spa, Visakhapatnam, Andhra Pradesh 530003, India","Hair transplantation clinic","Dermatologist","Laser hair removal service","Plastic surgeon","Skin care clinic",,,,,,"Hair transplantation clinic","2360000057228041074","Visakhapatnam","false","IN","0x3a394341a885adb3:0x20c0678c58fa9b72",,"https://lh3.googleusercontent.com/p/AF1QipOhWnMTk19HWihuYhc8xPhmNq1FIQFXNiDI5bFC=w427-h240-k-no","74","false","/g/11fxy2bx3y","en","17.7237505","83.3175755","Siripuram Junction, Ram Nagar","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","Closed","false","+91 70956 78678","+917095678678","ChIJs62FqEFDOToRcpv6WIxnwCA","530003",,"1","701",,,,,,"2025-06-20T10:19:00.984Z","https://www.google.com/maps/search/aesthetic%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","aesthetic clinics","Andhra Pradesh","10-2-B2, Opp Dutt Island building, Siripuram, above Bubbles Beauty Spa",,"false","Dr Jaya's Exult Aesthetic Clinic | Hair transplant clinic | Breast clinic | skin clinic | Liposuction clinic","4.9","https://www.google.com/maps/search/?api=1&query=Dr%20Jaya's%20Exult%20Aesthetic%20Clinic%20%7C%20Hair%20transplant%20clinic%20%7C%20Breast%20clinic%20%7C%20skin%20clinic%20%7C%20Liposuction%20clinic&query_place_id=ChIJs62FqEFDOToRcpv6WIxnwCA","https://exultclinics.com/"
,,,,"true",,,"false",,,,,,,,,"true",,,,"true",,,,"true","true",,,,,,,,,,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 d floor, 47-3-25, Seethammapeta Main Rd, above starbucks, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016, India","Skin care clinic","Dermatologist","Hair transplantation clinic","Plastic surgeon",,,,,,,"Skin care clinic","7960649563489130143","Visakhapatnam","false","IN","0x3a394309dd8d8dad:0x6e79e899c523569f",,"https://lh3.googleusercontent.com/p/AF1QipOa9L1Ns7PwaswCt0GCqpbkb3zpn6XtLLVpoXpa=w408-h306-k-no","94","false","/g/11v9v9syfd","en","17.7283523","83.3063413","Dwaraka Nagar","Monday","9 AM to 10 PM","Tuesday","9 AM to 10 PM","Wednesday","9 AM to 10 PM","Thursday","9 AM to 10 PM","Friday","9 AM to 10 PM","Saturday","9 AM to 10 PM","Sunday","9 AM to 10 PM","false","+91 96663 08080","+919666308080","ChIJrY2N3QlDOToRn1YjxZnoeW4","530016",,"2","506",,,,,,"2025-06-20T10:19:00.986Z","https://www.google.com/maps/search/aesthetic%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","aesthetic clinics","Andhra Pradesh","3 d floor, 47-3-25, Seethammapeta Main Rd, above starbucks",,"false","MAC Aesthetics","4.8","https://www.google.com/maps/search/?api=1&query=MAC%20Aesthetics&query_place_id=ChIJrY2N3QlDOToRn1YjxZnoeW4","https://macaesthetics.in/"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,"true","true",,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G-1, Akshaya Harmony, beside Kanaka Durga Hospital, Krishnagar, Krishna Nagar, Maharani Peta, Visakhapatnam, Andhra Pradesh 530002, India","Skin care clinic","Dermatologist","Hair transplantation clinic","Laser hair removal service",,,,,,,"Skin care clinic","16679024732171438783","Visakhapatnam","false","IN","0x3a3943ad5fb4d909:0xe777cc9fe9088abf",,"https://lh3.googleusercontent.com/p/AF1QipN1nfh3XqaPTvYRmOdU7jq7B7jVA0kbgZz7ezE=w408-h306-k-no","64","false","/g/11l22g4c6q","en","17.7103016","83.3127935","Krishnagar, Krishna Nagar, Maharani Peta","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","Closed","false","+91 63053 16300","+916305316300","ChIJCdm0X61DOToRv4oI6Z_Md-c","530002",,"3","206",,,,,,"2025-06-20T10:19:00.986Z","https://www.google.com/maps/search/aesthetic%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","aesthetic clinics","Andhra Pradesh","G-1, Akshaya Harmony, beside Kanaka Durga Hospital",,"false","The Bay Aesthetics Vizag","5","https://www.google.com/maps/search/?api=1&query=The%20Bay%20Aesthetics%20Vizag&query_place_id=ChIJCdm0X61DOToRv4oI6Z_Md-c","https://thebayaesthetics.in/"
,,"true",,,,,"true",,,,"true",,,,,"true",,,,"true",,,,"true",,,,,,,,,,,,,,"true",,,,"true",,,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1st Floor, Peejay Plaza, VIP Rd, CBM Compound, Siripuram, Visakhapatnam, Andhra Pradesh 530003, India","Skin care clinic",,,,,,,,,,"Skin care clinic","11911270921858577620","Visakhapatnam","false","IN","0x3a3943e4201badcd:0xa54d55cb78d1f4d4",,"https://lh3.googleusercontent.com/p/AF1QipPCOhlsq2dX_RPjdXq1AJvM1x0m6W3ak6BJUWNE=w408-h611-k-no","22","false","/g/11txtyc1y6","en","17.7254211","83.3167287","CBM Compound, Siripuram","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","Closed","false","+91 77991 11633","+917799111633","ChIJza0bIORDOToR1PTReMtVTaU","530003",,"5","36",,,,,,"2025-06-20T10:19:00.986Z","https://www.google.com/maps/search/aesthetic%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","aesthetic clinics","Andhra Pradesh","1st Floor, Peejay Plaza, VIP Rd",,"false","Oasis Aesthetics by Dr.Ardra Kilaparti | A Luxe Cosmetic Skin Care | Advanced Cosmetology | Best Anti Ageing & Skin Care","5","https://www.google.com/maps/search/?api=1&query=Oasis%20Aesthetics%20by%20Dr.Ardra%20Kilaparti%20%7C%20A%20Luxe%20Cosmetic%20Skin%20Care%20%7C%20Advanced%20Cosmetology%20%7C%20Best%20Anti%20Ageing%20%26%20Skin%20Care&query_place_id=ChIJza0bIORDOToR1PTReMtVTaU","https://www.oasiskin.in/"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3rd Floor, Balaji's Mangalagiri Chambers, Tycoon Building, 4G, VIP Rd, near Siripuram Junction, CBM Compound, Asilmetta, Visakhapatnam, Andhra Pradesh 530003, India","Skin care clinic","Hair transplantation clinic","Laser hair removal service","Permanent make-up clinic",,,,,,,"Skin care clinic","11031326543899295482","Visakhapatnam","false","IN","0x3a3943001020193d:0x9917250b92747efa",,"https://lh3.googleusercontent.com/p/AF1QipOWg6RvUJOTMQbK4kTIPx1n4ynQ_C2V8BxQEbYY=w408-h278-k-no","19","false","/g/11x3937_gv","en","17.7254715","83.3172173","CBM Compound, Asilmetta","Monday","9:30 AM to 8 PM","Tuesday","9:30 AM to 8 PM","Wednesday","9:30 AM to 8 PM","Thursday","9:30 AM to 8 PM","Friday","9:30 AM to 8 PM","Saturday","9:30 AM to 8 PM","Sunday","9:30 AM to 8 PM","false","+91 96424 22333","+919642422333","ChIJPRkgEABDOToR-n50kgslF5k","530003",,"6","46",,,,,,"2025-06-20T10:19:00.987Z","https://www.google.com/maps/search/aesthetic%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","aesthetic clinics","Andhra Pradesh","3rd Floor, Balaji's Mangalagiri Chambers, Tycoon Building, 4G, VIP Rd, near Siripuram Junction",,"false","Elan Aesthetics","5","https://www.google.com/maps/search/?api=1&query=Elan%20Aesthetics&query_place_id=ChIJPRkgEABDOToR-n50kgslF5k","http://www.elanaesthetics.in/"
,,,"false",,,,,"false",,,,,,,,"true",,,,"true",,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flat no: 5, 1st Floor, Vizag Tower, 10-4-18/3, Opp. Hotel Meghalaya, Asilmetta, Viskapatanam, Visakhapatnam, Andhra Pradesh 530003, India","Hair transplantation clinic","Dermatologist","Laser hair removal service","Medical clinic","Permanent make-up clinic","Skin care clinic",,,,,"Hair transplantation clinic","7529734254209606904","Viskapatanam, Visakhapatnam","false","IN","0x3a39439ab2ed2445:0x687efd68f34124f8",,"https://lh3.googleusercontent.com/p/AF1QipMjPWNwiwoHVfUsnkB-Uh-htMhveRWwsrByHGa3=w408-h306-k-no","6","false","/g/11v0c8sn62","en","17.7239171","83.3094354","Opp. Hotel Meghalaya, Asilmetta","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 8 PM","Sunday","9 AM to 8 PM","false","+91 97033 97764","+919703397764","ChIJRSTtsppDOToR-CRB82j9fmg","530003",,"8","44",,,,,,"2025-06-20T10:19:00.987Z","https://www.google.com/maps/search/aesthetic%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","aesthetic clinics","Andhra Pradesh","Flat no: 5, 1st Floor, Vizag Tower, 10-4-18/3",,"false","Anns Aesthetics","5","https://www.google.com/maps/search/?api=1&query=Anns%20Aesthetics&query_place_id=ChIJRSTtsppDOToR-CRB82j9fmg","https://annsaesthetics.com/"
,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,"true",,,,"true",,,,"true",,"true",,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D.No. 47-14-3, 1st Floor, Potluri Classic, Dwarakanagar Rd, beside AU Bank, Ram Nagar, Visakhapatnam, Andhra Pradesh 530016, India","Skin care clinic","Cosmetic surgeon","Dermatologist",,,,,,,,"Skin care clinic","9037218098504893074","Visakhapatnam","false","IN","0x3a394353d43f8a81:0x7d6aa5fab71d8292",,"https://lh3.googleusercontent.com/p/AF1QipP-bb4hXf7E_zlOoKPLRjOmVCPT5PLkAzmibbst=w427-h240-k-no","18","false","/g/11tnjy28vn","en","17.7271021","83.3065428","Ram Nagar","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","Closed","false","+91 78425 54266","+917842554266","ChIJgYo_1FNDOToRkoIdt_qlan0","530016",,"9","219",,,,,,"2025-06-20T10:19:00.987Z","https://www.google.com/maps/search/aesthetic%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","aesthetic clinics","Andhra Pradesh","D.No. 47-14-3, 1st Floor, Potluri Classic, Dwarakanagar Rd, beside AU Bank",,"false","Ayla Skin & Hair Clinic","5","https://www.google.com/maps/search/?api=1&query=Ayla%20Skin%20%26%20Hair%20Clinic&query_place_id=ChIJgYo_1FNDOToRkoIdt_qlan0","https://aylaskinclinics.com/"
,,,,"true",,,,,,,,,,,,"true",,,,"true",,,,"true",,,,,,,,,,,,"true",,,,"true",,,,"true",,,"true","true","true",,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D.No.10-50-81, Lalitha Nivas, Waltair Main Rd, above Vasan Eye Care, opp. Lazarus Hospital, Ram Nagar, Visakhapatnam, Andhra Pradesh 530002, India","Skin care clinic","Dermatologist","Hair transplantation clinic","Laser hair removal service","Tattoo removal service",,,,,,"Skin care clinic","17731959812280990496","Visakhapatnam","false","IN","0x3a3943ebe08f0f2f:0xf61493805682bb20",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr9KTzhdnMqshM5sKHan0xwVrn9CQsjnDcN_ge1MKrSFnYv9ueT-YshVVX3lKrwCPpPa8aY-x04ZckFcHGT2CnUPz2H8Y-P2VnDZHUUV2w4EDzz2mbPKa4hO-ZXeI6sEZVkQNUD8A=w408-h272-k-no","243","false","/g/11kppyvvy2","en","17.7169307","83.3087252","Ram Nagar","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","Closed","false","+91 88866 67969","+918886667969","ChIJLw-P4OtDOToRILuCVoCTFPY","530002",,"12","443",,,,,,"2025-06-20T10:19:00.988Z","https://www.google.com/maps/search/aesthetic%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","aesthetic clinics","Andhra Pradesh","D.No.10-50-81, Lalitha Nivas, Waltair Main Rd, above Vasan Eye Care, opp. Lazarus Hospital",,"false","Cosmediq Clinic || Skin Clinic in Visakhapatnam","4.8","https://www.google.com/maps/search/?api=1&query=Cosmediq%20Clinic%20%7C%7C%20Skin%20Clinic%20in%20Visakhapatnam&query_place_id=ChIJLw-P4OtDOToRILuCVoCTFPY","https://cosmediqclinic.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_rn&utm_id=gbp_website&utm_content=home"
,"true",,,,,"true",,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,"true",,,,"true",,,,"true",,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plot No: 19, Door No: 7-5-93, Pandurangapuram, Visakhapatnam, Andhra Pradesh 530003, India","Skin care clinic","Hair transplantation clinic","Laser hair removal service","Permanent make-up clinic",,,,,,,"Skin care clinic","16843470098742663703","Visakhapatnam","false","IN","0x3a3943dbe5e5669b:0xe9c006d074785a17",,"https://lh3.googleusercontent.com/p/AF1QipOcR9TFsKorNI-DUoNinwoGHXy6UhiDlp2uMPA=w408-h271-k-no","16","false","/g/11v0zx44kd","en","17.71703","83.3214365","Pandurangapuram","Monday","7 AM to 8 PM","Tuesday","7 AM to 8 PM","Wednesday","7 AM to 8 PM","Thursday","7 AM to 8 PM","Friday","7 AM to 8 PM","Saturday","7 AM to 8 PM","Sunday","7 AM to 8 PM","false","+91 98858 47478","+919885847478","ChIJm2bl5dtDOToRF1p4dNAGwOk","530003",,"14","272",,,,,,"2025-06-20T10:19:00.988Z","https://www.google.com/maps/search/aesthetic%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","aesthetic clinics","Andhra Pradesh","Plot No: 19, Door No: 7-5-93",,"false","Shape and Skin","4.9","https://www.google.com/maps/search/?api=1&query=Shape%20and%20Skin&query_place_id=ChIJm2bl5dtDOToRF1p4dNAGwOk","http://shapeandskin.in/"
,,,"false",,,,,"false",,,,,,,,"true",,,,"true",,"true",,"true","true",,,,,,,,,,,"true",,,,"true",,,,"true",,,"true","true","true",,,"true",,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sowbhagya Apartments, VIP Rd, CBM Compound, Asilmetta, Visakhapatnam, Andhra Pradesh 530003, India","Skin care clinic","Dermatologist","Health consultant",,,,,,,,"Skin care clinic","3085221408063890319","Visakhapatnam","false","IN","0x3a39430ba5b910fd:0x2ad0e8864114238f",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJx1YjsvbvwbBYjrhxNE7f3gLaEe7MbSsIFP4c8jWHscTqpP9Uc2ILP974XyWHgv7mBYpUdyVUV4BuYwv1aCfcwlqaRvQ0XUy_Ds2taOAewnZvksqnoBbc_PrtCRa--xCrHfPe=w426-h240-k-no","9","false","/g/11l2qzzrg6","en","17.7258255","83.3166244","CBM Compound, Asilmetta","Monday","11 AM to 7 PM","Tuesday","11 AM to 7 PM","Wednesday","11 AM to 7 PM","Thursday","Closed","Friday","11 AM to 8 PM","Saturday","11 AM to 8 PM","Sunday","11 AM to 8 PM","false",,,"ChIJ_RC5pQtDOToRjyMUQYbo0Co","530003",,"15","33",,,,,,"2025-06-20T10:19:00.988Z","https://www.google.com/maps/search/aesthetic%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","aesthetic clinics","Andhra Pradesh","Sowbhagya Apartments, VIP Rd",,"false","14twentyeight","4.9","https://www.google.com/maps/search/?api=1&query=14twentyeight&query_place_id=ChIJ_RC5pQtDOToRjyMUQYbo0Co","https://14twentyeight.com/"
