name,slug,description,address,city,state,country,pincode,latitude,longitude,contact_number,email,website_url,specialties,operating_hours,google_rating,google_review_count,google_place_id,google_maps_url,profile_image,amenities,owner_email,is_approved,verification_status,claim_status
Skinpheras,skinpheras,,"Elan Mercado, 1120-1122, Sector 80, Gurugram, Haryana 122004, India",Gurugram,Haryana,India,122004,28.3764386,76.9597602,+919910805374,,https://skinpheras.com/,"Skin care clinic, Dermatologist","{""Monday"": ""11\u202fAM to 8\u202fPM"", ""Tuesday"": ""11\u202fAM to 8\u202fPM"", ""Wednesday"": ""11\u202fAM to 8\u202fPM"", ""Thursday"": ""11\u202fAM to 8\u202fPM"", ""Friday"": ""11\u202fAM to 8\u202fPM"", ""Saturday"": ""11\u202fAM to 8\u202fPM"", ""Sunday"": ""11\u202fAM to 8\u202fPM""}",4.8,129,ChIJ29FXDaI9DTkRPyt2z8qG5lU,https://www.google.com/maps/search/?api=1&query=Skinpheras&query_place_id=ChIJ29FXDaI9DTkRPyt2z8qG5lU,https://lh3.googleusercontent.com/p/AF1QipP1JhZr59wa6RgtDeunaUbJhUSBTFdu2S21fC9o=w408-h272-k-no,,ggm.skinpheras.11@antidote-temp.com,false,pending,unclaimed
Centre for Aesthetics,centre-for-aesthetics,,"2nd Floor, 1327, Sector 43 Service Rd, Block C, PWO Appartments, Sector 43, Gurugram, Haryana 122002, India",Gurugram,Haryana,India,122002,28.4478087,77.0801456,+919266750022,,https://www.centreforaesthetics.com/,"Plastic surgery clinic, Hair transplantation clinic, Laser hair removal service, Skin care clinic","{""Monday"": ""10\u202fAM to 7\u202fPM"", ""Tuesday"": ""10\u202fAM to 7\u202fPM"", ""Wednesday"": ""10\u202fAM to 7\u202fPM"", ""Thursday"": ""10\u202fAM to 7\u202fPM"", ""Friday"": ""10\u202fAM to 7\u202fPM"", ""Saturday"": ""10\u202fAM to 7\u202fPM"", ""Sunday"": ""10\u202fAM to 7\u202fPM""}",5,26,ChIJNSBlZ5wZDTkRnS3xoLM6tfU,https://www.google.com/maps/search/?api=1&query=Centre%20for%20Aesthetics&query_place_id=ChIJNSBlZ5wZDTkRnS3xoLM6tfU,https://lh3.googleusercontent.com/p/AF1QipPxzpC3vTqPRH8ANf7lshVrwdLVynvkg_9IC4c3=w426-h240-k-no,,ggm.centreforaesthetics.12@antidote-temp.com,false,pending,unclaimed
SB Aesthetics,sb-aesthetics,,"Plot No 822, Sector 42, Main Road, Golf Course Rd, Gurugram, Haryana 122002, India",Gurugram,Haryana,India,122002,28.4620637,77.0963313,+918130134693,,https://www.sbaestheticsclinic.com/,"Plastic surgeon, Hair transplantation clinic, Laser hair removal service, Plastic surgery clinic, Skin care clinic","{""Monday"": ""9:30\u202fAM to 6:30\u202fPM"", ""Tuesday"": ""9:30\u202fAM to 6:30\u202fPM"", ""Wednesday"": ""9:30\u202fAM to 6:30\u202fPM"", ""Thursday"": ""9:30\u202fAM to 6:30\u202fPM"", ""Friday"": ""9:30\u202fAM to 6:30\u202fPM"", ""Saturday"": ""9:30\u202fAM to 6:30\u202fPM"", ""Sunday"": ""Closed""}",4.8,790,ChIJXQAA8JwYDTkRRbMWKwKk6LI,https://www.google.com/maps/search/?api=1&query=SB%20Aesthetics&query_place_id=ChIJXQAA8JwYDTkRRbMWKwKk6LI,https://lh3.googleusercontent.com/p/AF1QipOrbRtSl-xDsB8FQwZpNuQmkoDHqcIm0HYcdugx=w408-h544-k-no,Wheelchair Accessible,ggm.sbaesthetics.13@antidote-temp.com,false,pending,unclaimed
Pristyn Care La Midas,pristyn-care-la-midas,,"Main, Nathupur Rd, nr. 38, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",Gurugram,Haryana,India,122002,28.4843672,77.1065277,+918065105049,,https://www.pristyncare.com/gurgaon/hospital/pristyn-care-la-midas/?utm_source=gmb&utm_medium=organic&utm_campaign=15819475697929763519&utm_term=hospital&utm_content=websitelink,Skin care clinic,"{""Monday"": ""9\u202fAM to 7:30\u202fPM"", ""Tuesday"": ""9\u202fAM to 7:30\u202fPM"", ""Wednesday"": ""9\u202fAM to 7:30\u202fPM"", ""Thursday"": ""9\u202fAM to 7:30\u202fPM"", ""Friday"": ""9\u202fAM to 7:30\u202fPM"", ""Saturday"": ""9\u202fAM to 7:30\u202fPM"", ""Sunday"": ""9\u202fAM to 7:30\u202fPM""}",4.8,430,ChIJrS0_ttwfDTkRRAJSRs1K4oU,https://www.google.com/maps/search/?api=1&query=Pristyn%20Care%20La%20Midas&query_place_id=ChIJrS0_ttwfDTkRRAJSRs1K4oU,https://lh3.googleusercontent.com/p/AF1QipMZ5hvHD6jDWWOC1vMT_i7jVitKafgx2LHUAHT2=w408-h306-k-no,"Wheelchair Accessible, Credit Cards Accepted, Appointment Required",ggm.pristyncarelamidas.14@antidote-temp.com,false,pending,unclaimed
"ELIZE CLINICS - Best Skin, Laser, Hair, Antiaging in Gurgaon | Dermal fillers/Threadlift/ PRP/Hydrafacial/Laser hair removal",elize-clinics-best-skin-laser-hair-antiaging-in-gurgaon-dermal-fillersthreadlift-prphydrafaciallaser-hair-removal,,"2557, near m2k market, Block G, Sushant Lok 2, Sector 57, Gurugram, Haryana 122003, India",Gurugram,Haryana,India,122003,28.4245232,77.0903754,+919154497790,,http://www.elize.co.in/,"Plastic surgeon, Dermatologist, Hair transplantation clinic, Laser hair removal service, Permanent make-up clinic, Plastic surgery clinic, Skin care clinic, Surgical center, Tattoo removal service","{""Monday"": ""10\u202fAM to 6\u202fPM"", ""Tuesday"": ""10\u202fAM to 6\u202fPM"", ""Wednesday"": ""10\u202fAM to 6\u202fPM"", ""Thursday"": ""10\u202fAM to 6\u202fPM"", ""Friday"": ""10\u202fAM to 6\u202fPM"", ""Saturday"": ""10\u202fAM to 6\u202fPM"", ""Sunday"": ""10\u202fAM to 6\u202fPM""}",4.8,98,ChIJ0ykSndcjDTkRALmHfMPuXoM,https://www.google.com/maps/search/?api=1&query=ELIZE%20CLINICS%20-%20Best%20Skin%2C%20Laser%2C%20Hair%2C%20Antiaging%20in%20Gurgaon%20%7C%20Dermal%20fillers%2FThreadlift%2F%20PRP%2FHydrafacial%2FLaser%20hair%20removal&query_place_id=ChIJ0ykSndcjDTkRALmHfMPuXoM,https://lh3.googleusercontent.com/p/AF1QipMgLlRYvfE9iiqLIDlhi3uPhdaq6EQ2LbwL4qIv=w408-h542-k-no,"Wheelchair Accessible, Free Parking, Credit Cards Accepted",ggm.elizeclinicsbestskin.15@antidote-temp.com,false,pending,unclaimed
Looklush Aesthetic & Laser Centre,looklush-aesthetic-laser-centre,,"R3, M3M Urbana mall, 108, Golf course extension Road, Sector 67, Gurugram, Haryana 122001, India",Gurugram,Haryana,India,122001,28.3904833,77.0672146,+919082640898,,https://looklush.in/,"Skin care clinic, Cosmetic surgeon, Dermatologist, Hair removal service, Hair transplantation clinic, Laser hair removal service","{""Monday"": ""11\u202fAM to 8\u202fPM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""11\u202fAM to 8\u202fPM"", ""Thursday"": ""11\u202fAM to 8\u202fPM"", ""Friday"": ""11\u202fAM to 8\u202fPM"", ""Saturday"": ""11\u202fAM to 8\u202fPM"", ""Sunday"": ""11\u202fAM to 8\u202fPM""}",4.9,70,ChIJZ6NUcuUjDTkRzPEf2hCRg-Y,https://www.google.com/maps/search/?api=1&query=Looklush%20Aesthetic%20%26%20Laser%20Centre&query_place_id=ChIJZ6NUcuUjDTkRzPEf2hCRg-Y,https://lh3.googleusercontent.com/p/AF1QipMUG_T5He7aETrCEwBtAQPC3RPd-zO_ZnScnBUv=w408-h272-k-no,,ggm.looklushaestheticlas.16@antidote-temp.com,false,pending,unclaimed
Lumine Aesthetics,lumine-aesthetics,,"first floor, Pyramid complex, Pyramid Urban Homes 2, 118, 86, Pataudi Road, Sector 86, Gurugram, Haryana 122505, India",Gurugram,Haryana,India,122505,28.3968074,76.9494496,,,,Skin care clinic,"{""Monday"": ""11\u202fAM to 6\u202fPM"", ""Tuesday"": ""11\u202fAM to 6\u202fPM"", ""Wednesday"": ""11\u202fAM to 6\u202fPM"", ""Thursday"": ""11\u202fAM to 6\u202fPM"", ""Friday"": ""11\u202fAM to 6\u202fPM"", ""Saturday"": ""11\u202fAM to 6\u202fPM"", ""Sunday"": ""11\u202fAM to 6\u202fPM""}",5,6,ChIJ2xL3jk89DTkRiJN29o59lc8,https://www.google.com/maps/search/?api=1&query=Lumine%20Aesthetics&query_place_id=ChIJ2xL3jk89DTkRiJN29o59lc8,https://lh3.googleusercontent.com/p/AF1QipN9tQvfO5l91XYQtpXnzuxgkIBx6Ov_nSYor4-M=w408-h544-k-no,,ggm.lumineaesthetics.17@antidote-temp.com,false,pending,unclaimed
Sculpt Clinic Gurgaon,sculpt-clinic-gurgaon,,"downtown, Galleria Market, Sector 28, DLF Phase IV, Gurugram, Haryana 122009, India",Gurugram,Haryana,India,122009,28.467263,77.081178,+918877615615,,https://www.sculptindia.com/gurgaon/,"Plastic surgery clinic, Cosmetic surgeon, Hair transplantation clinic, Laser hair removal service, Skin care clinic","{""Monday"": ""10\u202fAM to 7\u202fPM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""10\u202fAM to 12\u202fAM"", ""Thursday"": ""12 to 7\u202fAM, 10\u202fAM to 7\u202fPM"", ""Friday"": ""10\u202fAM to 7\u202fPM"", ""Saturday"": ""10\u202fAM to 7\u202fPM"", ""Sunday"": ""10\u202fAM to 7\u202fPM""}",5,266,ChIJ19yfIvEZDTkR8_xHLRBAc8U,https://www.google.com/maps/search/?api=1&query=Sculpt%20Clinic%20Gurgaon&query_place_id=ChIJ19yfIvEZDTkR8_xHLRBAc8U,https://lh3.googleusercontent.com/p/AF1QipNMbpZ4EDGiztPwQ5S-MD0pjy8Xdl_emnBMuTM=w408-h544-k-no,,ggm.sculptclinicgurgaon.18@antidote-temp.com,false,pending,unclaimed
Dermaletic Clinic,dermaletic-clinic,,"Gate no 2, R4/102, 1st Floor, M3M Urbana Golf Course Ext Rd, Escalator, near KFC, Sector 67, Gurugram, Haryana 122002, India",Gurugram,Haryana,India,122002,28.3908271,77.0668343,+917987586729,,https://www.dermaletic.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13496890471021100932,"Skin care clinic, Laser hair removal service, Medical spa, Dermatologist","{""Monday"": ""11\u202fAM to 8\u202fPM"", ""Tuesday"": ""11\u202fAM to 8\u202fPM"", ""Wednesday"": ""11\u202fAM to 8\u202fPM"", ""Thursday"": ""11\u202fAM to 8\u202fPM"", ""Friday"": ""11\u202fAM to 8\u202fPM"", ""Saturday"": ""11\u202fAM to 8\u202fPM"", ""Sunday"": ""11\u202fAM to 8\u202fPM""}",4.9,288,ChIJW2aCF-oZDTkRixeIeaQtmKI,https://www.google.com/maps/search/?api=1&query=Dermaletic%20Clinic&query_place_id=ChIJW2aCF-oZDTkRixeIeaQtmKI,https://lh3.googleusercontent.com/p/AF1QipPYUMwAGkwnGo2JLxexKspGjpHaPMWISZPNTmG6=w408-h463-k-no,Credit Cards Accepted,ggm.dermaleticclinic.19@antidote-temp.com,false,pending,unclaimed
Cult Aesthetics Dermatology | Laser Hair Reduction in Gurgaon | Dr. Jaspreet- Dermatologist in Gurgaon,cult-aesthetics-dermatology-laser-hair-reduction-in-gurgaon-dr-jaspreet-dermatologist-in-gurgaon,,"4th Floor, BN. 67, Residency Green, Jal Vihar Colony, Sector 46, Gurugram, Haryana 122003, India",Gurugram,Haryana,India,122003,28.4399886,77.0550251,+918826141232,,https://www.cultaestheticsderma.in/laser-hair-removal-in-gurgaon,"Laser hair removal service, Cosmetic surgeon, Dermatologist, Hair removal service, Skin care clinic","{""Monday"": ""11\u202fAM to 7\u202fPM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""11\u202fAM to 7\u202fPM"", ""Thursday"": ""11\u202fAM to 7\u202fPM"", ""Friday"": ""11\u202fAM to 7\u202fPM"", ""Saturday"": ""11\u202fAM to 7\u202fPM"", ""Sunday"": ""11\u202fAM to 7\u202fPM""}",4.9,65,ChIJq9HopqUZDTkRy6Zqzhm482k,https://www.google.com/maps/search/?api=1&query=Cult%20Aesthetics%20Dermatology%20%7C%20Laser%20Hair%20Reduction%20in%20Gurgaon%20%7C%20Dr.%20Jaspreet-%20Dermatologist%20in%20Gurgaon&query_place_id=ChIJq9HopqUZDTkRy6Zqzhm482k,https://lh3.googleusercontent.com/p/AF1QipNDAd6dEcI-RPldMLn_poCQ_k4wIiiLO5q-GtxR=w408-h408-k-no,"Credit Cards Accepted, Appointment Required",ggm.cultaestheticsdermat.20@antidote-temp.com,false,pending,unclaimed
"UNCOVER Laser, Skin & Hair Clinic IRIS Broadway: Laser Hair Removal, Acne, Scar, Pigmentation, Hair Loss & Transplant",uncover-laser-skin-hair-clinic-iris-broadway-laser-hair-removal-acne-scar-pigmentation-hair-loss-transplant,,"First Floor, Iris Broadway, Sector 85, Gurugram, Haryana 122004, India",Gurugram,Haryana,India,122004,28.4040275,76.9479222,,,https://uncover.co.in/?utm_source=Google&utm_medium=GMB,"Skin care clinic, Hair removal service, Hair replacement service, Hair transplantation clinic, Laser hair removal service, Dermatologist","{""Monday"": ""9\u202fAM to 8:30\u202fPM"", ""Tuesday"": ""9\u202fAM to 8:30\u202fPM"", ""Wednesday"": ""9\u202fAM to 8:30\u202fPM"", ""Thursday"": ""9\u202fAM to 8:30\u202fPM"", ""Friday"": ""9\u202fAM to 8:30\u202fPM"", ""Saturday"": ""9\u202fAM to 8:30\u202fPM"", ""Sunday"": ""9\u202fAM to 8:30\u202fPM""}",4.9,219,ChIJ0QSbVC09DTkR7hVWT-OL55A,https://www.google.com/maps/search/?api=1&query=UNCOVER%20Laser%2C%20Skin%20%26%20Hair%20Clinic%20IRIS%20Broadway%3A%20Laser%20Hair%20Removal%2C%20Acne%2C%20Scar%2C%20Pigmentation%2C%20Hair%20Loss%20%26%20Transplant&query_place_id=ChIJ0QSbVC09DTkR7hVWT-OL55A,https://lh3.googleusercontent.com/p/AF1QipPrxPx12SlmdZ66qYmp7yfCRZ-uAaZedON8GscT=w408-h725-k-no,Appointment Required,ggm.uncoverlaserskinhair.21@antidote-temp.com,false,pending,unclaimed
